attack,churn,seed,round,acc,f1
ooa,0.1,44,44,94.35,71.82
ooa,0.1,44,45,94.65,73.71
ooa,0.1,44,46,94.8,74.63
ooa,0.1,44,47,94.9,75.24
ooa,0.1,44,48,94.95,75.54
ooa,0.1,44,49,95.0,75.85
ooa,0.2,42,0,36.15,27.32
ooa,0.2,42,1,50.35,32.03
ooa,0.2,42,2,68.0,40.85
ooa,0.2,42,3,84.7,56.29
ooa,0.2,42,4,88.35,62.24
ooa,0.2,42,5,90.6,64.93
ooa,0.2,42,6,92.1,67.62
ooa,0.2,42,7,92.45,64.3
ooa,0.2,42,8,92.95,66.02
ooa,0.2,42,9,92.65,63.7
ooa,0.2,42,10,92.2,59.38
ooa,0.2,42,11,92.05,56.68
ooa,0.2,42,12,91.7,53.11
ooa,0.2,42,13,91.6,52.27
ooa,0.2,42,14,91.45,51.0
ooa,0.2,42,15,91.9,54.49
ooa,0.2,42,16,91.75,53.26
ooa,0.2,42,17,91.8,53.67
ooa,0.2,42,18,91.85,54.08
ooa,0.2,42,19,92.2,56.91
ooa,0.2,42,20,92.75,61.13
ooa,0.2,42,21,92.25,57.3
ooa,0.2,42,22,92.9,62.23
ooa,0.2,42,23,92.95,62.6
ooa,0.2,42,24,93.35,65.45
ooa,0.2,42,25,93.35,65.45
ooa,0.2,42,26,93.5,66.49
ooa,0.2,42,27,93.45,66.15
ooa,0.2,42,28,93.75,68.19
ooa,0.2,42,29,93.9,69.19
ooa,0.2,42,30,94.15,70.82
ooa,0.2,42,31,94.25,71.46
ooa,0.2,42,32,94.55,73.48
ooa,0.2,42,33,94.65,74.09
ooa,0.2,42,34,94.65,74.09
ooa,0.2,42,35,94.75,74.7
ooa,0.2,42,36,94.85,75.42
ooa,0.2,42,37,94.95,76.12
ooa,0.2,42,38,95.0,76.64
ooa,0.2,42,39,95.05,76.92
ooa,0.2,42,40,95.3,78.34
ooa,0.2,42,41,95.5,79.45
ooa,0.2,42,42,95.45,79.18
ooa,0.2,42,43,95.45,79.18
ooa,0.2,42,44,95.5,79.45
ooa,0.2,42,45,95.65,80.27
ooa,0.2,42,46,95.65,80.27
ooa,0.2,42,47,95.6,80.0
ooa,0.2,42,48,95.7,80.54
ooa,0.2,42,49,95.7,80.54
ooa,0.2,43,0,84.3,52.99
ooa,0.2,43,1,87.4,55.94
ooa,0.2,43,2,89.3,60.22
ooa,0.2,43,3,90.45,61.1
ooa,0.2,43,4,91.25,62.37
ooa,0.2,43,5,92.1,63.93
ooa,0.2,43,6,92.4,63.11
ooa,0.2,43,7,92.7,63.86
ooa,0.2,43,8,92.95,64.48
ooa,0.2,43,9,92.75,62.72
ooa,0.2,43,10,92.75,62.53
ooa,0.2,43,11,92.4,59.57
ooa,0.2,43,12,92.35,58.31
ooa,0.2,43,13,91.95,55.15
ooa,0.2,43,14,92.2,57.14
ooa,0.2,43,15,92.25,57.53
ooa,0.2,43,16,92.25,57.3
ooa,0.2,43,17,91.95,54.9
ooa,0.2,43,18,92.15,56.51
ooa,0.2,43,19,91.75,53.26
ooa,0.2,43,20,92.05,55.46
ooa,0.2,43,21,91.75,52.72
ooa,0.2,43,22,92.05,55.21
ooa,0.2,43,23,92.0,54.8
ooa,0.2,43,24,92.3,57.22
ooa,0.2,43,25,92.1,55.62
ooa,0.2,43,26,91.95,54.39
ooa,0.2,43,27,92.15,56.02
ooa,0.2,43,28,92.3,57.22
ooa,0.2,43,29,92.6,59.56
ooa,0.2,43,30,92.95,62.2
ooa,0.2,43,31,93.2,64.02
ooa,0.2,43,32,93.35,65.09
ooa,0.2,43,33,93.35,65.27
ooa,0.2,43,34,93.4,65.45
ooa,0.2,43,35,93.45,65.8
ooa,0.2,43,36,93.5,66.15
ooa,0.2,43,37,93.65,67.18
ooa,0.2,43,38,93.65,67.18
ooa,0.2,43,39,93.65,67.18
ooa,0.2,43,40,93.85,68.54
ooa,0.2,43,41,94.0,69.54
ooa,0.2,43,42,93.9,68.88
ooa,0.2,43,43,94.15,70.53
ooa,0.2,43,44,94.15,70.53
ooa,0.2,43,45,94.4,72.28
ooa,0.2,43,46,94.5,72.91
ooa,0.2,43,47,94.5,72.91
ooa,0.2,43,48,94.65,73.84
ooa,0.2,43,49,94.6,73.53
ooa,0.2,44,0,23.4,24.98
ooa,0.2,44,1,36.75,28.25
ooa,0.2,44,2,49.15,32.43
ooa,0.2,44,3,58.4,36.49
ooa,0.2,44,4,70.2,43.13
ooa,0.2,44,5,76.95,48.14
ooa,0.2,44,6,81.35,52.84
ooa,0.2,44,7,85.95,58.37
ooa,0.2,44,8,88.0,61.54
ooa,0.2,44,9,90.15,65.86
ooa,0.2,44,10,91.75,69.04
ooa,0.2,44,11,92.65,70.89
ooa,0.2,44,12,93.5,72.92
ooa,0.2,44,13,93.95,74.31
ooa,0.2,44,14,94.2,72.77
ooa,0.2,44,15,94.05,70.62
ooa,0.2,44,16,93.55,66.84
ooa,0.2,44,17,93.45,66.15
ooa,0.2,44,18,93.55,66.67
ooa,0.2,44,19,93.55,66.67
ooa,0.2,44,20,93.7,67.69
ooa,0.2,44,21,93.8,68.37
ooa,0.2,44,22,94.0,69.7
ooa,0.2,44,23,93.95,69.37
ooa,0.2,44,24,94.2,71.0
ooa,0.2,44,25,94.25,71.32
ooa,0.2,44,26,94.15,70.68
ooa,0.2,44,27,94.2,71.14
ooa,0.2,44,28,94.15,70.82
ooa,0.2,44,29,94.15,70.68
ooa,0.2,44,30,94.1,70.35
ooa,0.2,44,31,93.8,68.21
ooa,0.2,44,32,93.95,69.21
ooa,0.2,44,33,93.95,69.37
ooa,0.2,44,34,93.95,69.37
ooa,0.2,44,35,94.0,69.54
ooa,0.2,44,36,93.95,69.21
ooa,0.2,44,37,93.85,68.54
ooa,0.2,44,38,93.8,68.21
ooa,0.2,44,39,93.95,69.21
ooa,0.2,44,40,94.2,70.85
ooa,0.2,44,41,94.25,71.18
ooa,0.2,44,42,94.5,72.77
ooa,0.2,44,43,94.65,73.97
ooa,0.2,44,44,94.65,73.97
ooa,0.2,44,45,94.85,75.18
ooa,0.2,44,46,94.9,75.48
ooa,0.2,44,47,94.95,75.66
ooa,0.2,44,48,94.95,75.66
ooa,0.2,44,49,95.0,75.96
ooa,0.3,42,0,34.85,27.41
ooa,0.3,42,1,46.6,30.74
ooa,0.3,42,2,63.15,38.53
ooa,0.3,42,3,77.55,49.61
ooa,0.3,42,4,82.4,55.44
ooa,0.3,42,5,87.15,62.59
ooa,0.3,42,6,89.75,66.99
ooa,0.3,42,7,92.15,70.76
ooa,0.3,42,8,93.15,72.98
ooa,0.3,42,9,93.05,71.34
ooa,0.3,42,10,93.2,67.92
ooa,0.3,42,11,92.75,64.2
ooa,0.3,42,12,92.75,63.29
ooa,0.3,42,13,92.3,58.15
ooa,0.3,42,14,92.05,55.96
ooa,0.3,42,15,92.0,55.56
ooa,0.3,42,16,91.8,53.67
ooa,0.3,42,17,92.25,57.3
ooa,0.3,42,18,92.35,58.08
ooa,0.3,42,19,92.65,60.38
ooa,0.3,42,20,93.05,63.32
ooa,0.3,42,21,92.8,61.5
ooa,0.3,42,22,93.55,66.84
ooa,0.3,42,23,93.5,66.49
ooa,0.3,42,24,93.7,67.86
ooa,0.3,42,25,94.05,70.18
ooa,0.3,42,26,94.05,70.18
ooa,0.3,42,27,94.05,70.18
ooa,0.3,42,28,94.4,72.55
ooa,0.3,42,29,94.65,74.09
ooa,0.3,42,30,94.75,74.7
ooa,0.3,42,31,94.75,74.7
ooa,0.3,42,32,94.75,74.94
ooa,0.3,42,33,94.95,76.24
ooa,0.3,42,34,94.9,75.83
ooa,0.3,42,35,94.95,76.12
ooa,0.3,42,36,95.05,76.92
ooa,0.3,42,37,95.1,77.21
ooa,0.3,42,38,95.1,77.21
ooa,0.3,42,39,95.15,77.49
ooa,0.3,42,40,95.3,78.34
ooa,0.3,42,41,95.5,79.45
ooa,0.3,42,42,95.55,79.63
ooa,0.3,42,43,95.55,79.63
ooa,0.3,42,44,95.55,79.54
ooa,0.3,42,45,95.55,79.63
ooa,0.3,42,46,95.6,79.82
ooa,0.3,42,47,95.65,80.0
ooa,0.3,42,48,95.7,80.28
ooa,0.3,42,49,95.7,80.28
ooa,0.3,43,0,84.05,52.17
ooa,0.3,43,1,87.15,58.21
ooa,0.3,43,2,89.05,61.65
ooa,0.3,43,3,90.5,62.0
ooa,0.3,43,4,91.2,63.33
ooa,0.3,43,5,92.4,66.81
ooa,0.3,43,6,92.3,62.8
ooa,0.3,43,7,92.5,63.24
ooa,0.3,43,8,92.9,64.68
ooa,0.3,43,9,92.8,63.08
ooa,0.3,43,10,93.1,65.33
ooa,0.3,43,11,92.9,63.21
ooa,0.3,43,12,92.7,61.78
ooa,0.3,43,13,92.35,58.76
ooa,0.3,43,14,92.3,58.15
ooa,0.3,43,15,93.15,64.78
ooa,0.3,43,16,92.6,60.22
ooa,0.3,43,17,92.3,57.69
ooa,0.3,43,18,92.4,58.47
ooa,0.3,43,19,92.15,56.51
ooa,0.3,43,20,92.15,56.51
ooa,0.3,43,21,92.15,56.02
ooa,0.3,43,22,92.35,57.62
ooa,0.3,43,23,92.25,56.82
ooa,0.3,43,24,92.3,57.22
ooa,0.3,43,25,91.95,54.39
ooa,0.3,43,26,91.6,51.45
ooa,0.3,43,27,91.85,53.56
ooa,0.3,43,28,91.95,54.39
ooa,0.3,43,29,92.3,57.22
ooa,0.3,43,30,92.4,58.01
ooa,0.3,43,31,93.0,62.57
ooa,0.3,43,32,93.25,64.38
ooa,0.3,43,33,93.25,64.38
ooa,0.3,43,34,93.2,64.02
ooa,0.3,43,35,93.25,64.38
ooa,0.3,43,36,93.2,64.02
ooa,0.3,43,37,93.55,66.49
ooa,0.3,43,38,93.55,66.49
ooa,0.3,43,39,93.25,64.38
ooa,0.3,43,40,93.8,68.21
ooa,0.3,43,41,93.8,68.21
ooa,0.3,43,42,93.9,68.88
ooa,0.3,43,43,94.0,69.54
ooa,0.3,43,44,94.2,70.85
ooa,0.3,43,45,94.35,71.82
ooa,0.3,43,46,94.45,72.46
ooa,0.3,43,47,94.4,72.14
ooa,0.3,43,48,94.6,73.4
ooa,0.3,43,49,94.55,73.09
ooa,0.3,44,0,23.15,24.91
ooa,0.3,44,1,36.55,28.18
ooa,0.3,44,2,47.55,31.93
ooa,0.3,44,3,56.6,35.99
ooa,0.3,44,4,70.3,43.43
ooa,0.3,44,5,77.45,48.69
ooa,0.3,44,6,81.85,53.16
ooa,0.3,44,7,86.55,58.81
ooa,0.3,44,8,88.55,62.52
ooa,0.3,44,9,90.6,66.06
ooa,0.3,44,10,92.5,69.51
ooa,0.3,44,11,93.25,71.22
ooa,0.3,44,12,93.8,72.07
ooa,0.3,44,13,94.05,72.89
ooa,0.3,44,14,93.45,66.5
ooa,0.3,44,15,93.1,63.68
ooa,0.3,44,16,93.1,63.68
ooa,0.3,44,17,93.05,63.13
ooa,0.3,44,18,93.1,63.68
ooa,0.3,44,19,93.25,64.57
ooa,0.3,44,20,93.35,65.45
ooa,0.3,44,21,93.4,65.62
ooa,0.3,44,22,93.35,65.27
ooa,0.3,44,23,93.35,65.27
ooa,0.3,44,24,93.8,68.37
ooa,0.3,44,25,93.7,67.69
ooa,0.3,44,26,93.7,67.69
ooa,0.3,44,27,93.9,69.04
ooa,0.3,44,28,94.05,70.03
ooa,0.3,44,29,94.05,70.03
ooa,0.3,44,30,93.8,68.37
ooa,0.3,44,31,93.55,66.49
ooa,0.3,44,32,93.7,67.53
ooa,0.3,44,33,93.75,68.03
ooa,0.3,44,34,93.75,67.87
ooa,0.3,44,35,93.75,67.87
ooa,0.3,44,36,93.75,67.87
ooa,0.3,44,37,93.5,66.15
ooa,0.3,44,38,93.6,66.84
ooa,0.3,44,39,93.6,66.84
ooa,0.3,44,40,93.8,68.21
ooa,0.3,44,41,93.8,68.21
ooa,0.3,44,42,94.15,70.53
ooa,0.3,44,43,94.2,70.85
ooa,0.3,44,44,93.95,69.21
ooa,0.3,44,45,94.15,70.53
ooa,0.3,44,46,94.15,70.53
ooa,0.3,44,47,94.3,71.5
ooa,0.3,44,48,94.15,70.53
ooa,0.3,44,49,94.1,70.2
