method,seed,round,acc,f1
RFVIR,44,11,95.15,62.84
RFVIR,44,12,95.0,60.0
RFVIR,44,13,94.75,56.07
RFVIR,44,14,94.3,50.0
RFVIR,44,15,94.05,46.15
RFVIR,44,16,93.85,43.32
RFVIR,44,17,93.45,37.32
RFVIR,44,18,93.35,35.75
RFVIR,44,19,93.95,44.75
RFVIR,44,20,93.7,41.12
RFVIR,44,21,93.4,36.54
RFVIR,44,22,93.2,33.33
RFVIR,44,23,93.2,33.33
RFVIR,44,24,93.2,33.33
RFVIR,44,25,93.2,33.33
RFVIR,44,26,93.35,35.75
RFVIR,44,27,93.35,35.75
RFVIR,44,28,93.5,38.1
RFVIR,44,29,93.55,38.86
RFVIR,44,30,93.5,38.1
RFVIR,44,31,93.7,41.12
RFVIR,44,32,93.7,41.12
RFVIR,44,33,93.6,39.62
RFVIR,44,34,93.8,42.59
RFVIR,44,35,93.85,43.32
RFVIR,44,36,93.85,43.32
RFVIR,44,37,93.85,43.32
RFVIR,44,38,93.85,43.32
