attack,alpha,round,acc,f1
lfp,0.2,27,97.9,0.0
lfp,0.2,28,97.9,0.0
lfp,0.2,29,97.9,0.0
lfp,0.2,30,97.9,0.0
lfp,0.2,31,97.9,0.0
lfp,0.2,32,97.9,0.0
lfp,0.2,33,97.9,0.0
lfp,0.2,34,97.9,0.0
lfp,0.2,35,97.9,0.0
lfp,0.2,36,97.9,0.0
lfp,0.2,37,97.9,0.0
lfp,0.2,38,97.9,0.0
lfp,0.2,39,97.9,0.0
lfp,0.2,40,97.9,0.0
lfp,0.2,41,97.9,0.0
lfp,0.2,42,97.9,0.0
lfp,0.2,43,97.9,0.0
lfp,0.2,44,97.9,0.0
lfp,0.2,45,97.9,0.0
lfp,0.2,46,97.9,0.0
lfp,0.2,47,97.9,0.0
lfp,0.2,48,97.9,0.0
lfp,0.2,49,97.9,0.0
lfp,0.5,0,41.4,6.09
lfp,0.5,1,61.65,7.7
lfp,0.5,2,78.45,10.77
lfp,0.5,3,90.5,20.83
lfp,0.5,4,98.15,50.67
lfp,0.5,5,98.45,41.51
lfp,0.5,6,98.1,17.39
lfp,0.5,7,98.05,13.33
lfp,0.5,8,97.9,0.0
lfp,0.5,9,97.9,0.0
lfp,0.5,10,97.9,0.0
lfp,0.5,11,97.9,0.0
lfp,0.5,12,97.9,0.0
lfp,0.5,13,97.9,0.0
lfp,0.5,14,97.9,0.0
lfp,0.5,15,97.9,0.0
lfp,0.5,16,97.9,0.0
lfp,0.5,17,97.9,0.0
lfp,0.5,18,97.9,0.0
lfp,0.5,19,97.9,0.0
lfp,0.5,20,97.9,0.0
lfp,0.5,21,97.9,0.0
lfp,0.5,22,97.9,0.0
lfp,0.5,23,97.9,0.0
lfp,0.5,24,97.9,0.0
lfp,0.5,25,97.9,0.0
lfp,0.5,26,97.9,0.0
lfp,0.5,27,97.9,0.0
lfp,0.5,28,97.9,0.0
lfp,0.5,29,97.95,4.65
lfp,0.5,30,97.95,4.65
lfp,0.5,31,98.0,9.09
lfp,0.5,32,98.0,9.09
lfp,0.5,33,98.05,13.33
lfp,0.5,34,98.1,17.39
lfp,0.5,35,98.1,17.39
lfp,0.5,36,98.1,17.39
lfp,0.5,37,98.1,17.39
lfp,0.5,38,98.15,21.28
lfp,0.5,39,98.15,21.28
lfp,0.5,40,98.15,21.28
lfp,0.5,41,98.15,21.28
lfp,0.5,42,98.15,21.28
lfp,0.5,43,98.2,25.0
lfp,0.5,44,98.25,28.57
lfp,0.5,45,98.25,28.57
lfp,0.5,46,98.25,28.57
lfp,0.5,47,98.25,28.57
lfp,0.5,48,98.35,35.29
lfp,0.5,49,98.35,35.29
lfp,1.0,0,40.15,5.82
lfp,1.0,1,62.8,7.69
lfp,1.0,2,82.25,12.78
lfp,1.0,3,94.6,26.03
lfp,1.0,4,98.5,53.12
lfp,1.0,5,98.45,41.51
lfp,1.0,6,98.3,32.0
lfp,1.0,7,98.05,13.33
lfp,1.0,8,98.0,9.09
lfp,1.0,9,98.0,9.09
lfp,1.0,10,98.0,9.09
lfp,1.0,11,97.95,4.65
lfp,1.0,12,97.9,0.0
lfp,1.0,13,98.0,9.09
lfp,1.0,14,98.0,9.09
lfp,1.0,15,98.0,9.09
lfp,1.0,16,98.0,9.09
lfp,1.0,17,98.05,13.33
lfp,1.0,18,98.05,13.33
lfp,1.0,19,98.05,13.33
lfp,1.0,20,98.15,21.28
lfp,1.0,21,98.25,28.57
lfp,1.0,22,98.25,28.57
lfp,1.0,23,98.25,28.57
lfp,1.0,24,98.25,28.57
lfp,1.0,25,98.25,28.57
lfp,1.0,26,98.3,32.0
lfp,1.0,27,98.3,32.0
lfp,1.0,28,98.4,38.46
lfp,1.0,29,98.5,44.44
lfp,1.0,30,98.5,44.44
lfp,1.0,31,98.5,44.44
lfp,1.0,32,98.5,44.44
lfp,1.0,33,98.55,47.27
lfp,1.0,34,98.55,47.27
lfp,1.0,35,98.55,49.12
lfp,1.0,36,98.55,49.12
lfp,1.0,37,98.65,54.24
lfp,1.0,38,98.65,54.24
lfp,1.0,39,98.65,54.24
lfp,1.0,40,98.65,54.24
lfp,1.0,41,98.65,54.24
lfp,1.0,42,98.7,56.67
lfp,1.0,43,98.7,56.67
lfp,1.0,44,98.7,56.67
lfp,1.0,45,98.7,56.67
lfp,1.0,46,98.7,56.67
lfp,1.0,47,98.7,59.38
lfp,1.0,48,98.65,59.7
lfp,1.0,49,98.65,59.7
ooa,0.01,0,33.8,5.43
ooa,0.01,1,65.75,7.06
ooa,0.01,2,78.55,8.14
ooa,0.01,3,71.15,8.56
ooa,0.01,4,95.2,14.29
ooa,0.01,5,97.9,0.0
ooa,0.01,6,97.9,0.0
ooa,0.01,7,97.9,0.0
ooa,0.01,8,97.9,0.0
ooa,0.01,9,97.9,0.0
ooa,0.01,10,97.9,0.0
ooa,0.01,11,97.9,0.0
ooa,0.01,12,97.9,0.0
ooa,0.01,13,97.9,0.0
ooa,0.01,14,97.9,0.0
ooa,0.01,15,97.9,0.0
ooa,0.01,16,97.9,0.0
ooa,0.01,17,97.9,0.0
ooa,0.01,18,97.9,0.0
ooa,0.01,19,97.9,0.0
ooa,0.01,20,97.9,0.0
ooa,0.01,21,97.9,0.0
ooa,0.01,22,97.9,0.0
ooa,0.01,23,97.9,0.0
ooa,0.01,24,97.9,0.0
ooa,0.01,25,97.9,0.0
ooa,0.01,26,97.9,0.0
ooa,0.01,27,97.9,0.0
ooa,0.01,28,97.9,0.0
ooa,0.01,29,97.9,0.0
ooa,0.01,30,97.9,0.0
ooa,0.01,31,97.9,0.0
ooa,0.01,32,97.9,0.0
ooa,0.01,33,97.9,0.0
ooa,0.01,34,97.9,0.0
ooa,0.01,35,97.9,0.0
ooa,0.01,36,97.9,0.0
ooa,0.01,37,97.9,0.0
ooa,0.01,38,97.9,0.0
ooa,0.01,39,97.9,0.0
ooa,0.01,40,97.9,0.0
ooa,0.01,41,97.9,0.0
ooa,0.01,42,97.9,0.0
ooa,0.01,43,97.9,0.0
ooa,0.01,44,97.9,0.0
ooa,0.01,45,97.9,0.0
ooa,0.01,46,97.9,0.0
ooa,0.01,47,97.9,0.0
ooa,0.01,48,97.9,0.0
ooa,0.05,0,39.0,5.57
ooa,0.05,1,57.3,6.56
ooa,0.05,2,76.4,9.23
ooa,0.05,3,82.65,10.34
ooa,0.05,4,94.5,21.43
ooa,0.05,5,98.0,16.67
ooa,0.05,6,97.95,4.65
ooa,0.05,7,97.9,0.0
ooa,0.05,8,97.9,0.0
ooa,0.05,9,97.9,0.0
ooa,0.05,10,97.9,0.0
ooa,0.05,11,97.9,0.0
ooa,0.05,12,97.9,0.0
ooa,0.05,13,97.9,0.0
ooa,0.05,14,97.9,0.0
ooa,0.05,15,97.9,0.0
ooa,0.05,16,97.9,0.0
ooa,0.05,17,97.9,0.0
ooa,0.05,18,97.9,0.0
ooa,0.05,19,97.9,0.0
ooa,0.05,20,97.9,0.0
ooa,0.05,21,97.9,0.0
ooa,0.05,22,97.9,0.0
ooa,0.05,23,97.9,0.0
ooa,0.05,24,97.9,0.0
ooa,0.05,25,97.9,0.0
ooa,0.05,26,97.9,0.0
ooa,0.05,27,97.9,0.0
ooa,0.05,28,97.9,0.0
ooa,0.05,29,97.9,0.0
ooa,0.05,30,97.9,0.0
ooa,0.05,31,97.9,0.0
ooa,0.05,32,97.9,0.0
ooa,0.05,33,97.9,0.0
ooa,0.05,34,97.9,0.0
ooa,0.05,35,97.9,0.0
ooa,0.05,36,97.9,0.0
ooa,0.05,37,97.9,0.0
ooa,0.05,38,97.9,0.0
ooa,0.05,39,97.9,0.0
ooa,0.05,40,97.9,0.0
ooa,0.05,41,97.9,0.0
ooa,0.05,42,97.9,0.0
ooa,0.05,43,97.9,0.0
ooa,0.05,44,97.9,0.0
ooa,0.05,45,97.9,0.0
ooa,0.05,46,97.9,0.0
ooa,0.05,47,97.9,0.0
ooa,0.05,48,97.9,0.0
ooa,0.05,49,97.9,0.0
ooa,0.1,0,31.85,5.41
ooa,0.1,1,48.85,6.4
ooa,0.1,2,66.05,8.12
ooa,0.1,3,84.15,12.19
ooa,0.1,4,94.1,20.27
ooa,0.1,5,98.0,31.03
ooa,0.1,6,98.1,17.39
ooa,0.1,7,97.9,0.0
ooa,0.1,8,97.9,0.0
ooa,0.1,9,97.9,0.0
ooa,0.1,10,97.9,0.0
ooa,0.1,11,97.9,0.0
ooa,0.1,12,97.9,0.0
ooa,0.1,13,97.9,0.0
ooa,0.1,14,97.9,0.0
ooa,0.1,15,97.9,0.0
ooa,0.1,16,97.9,0.0
ooa,0.1,17,97.9,0.0
ooa,0.1,18,97.9,0.0
ooa,0.1,19,97.9,0.0
ooa,0.1,20,97.9,0.0
ooa,0.1,21,97.9,0.0
ooa,0.1,22,97.9,0.0
ooa,0.1,23,97.9,0.0
ooa,0.1,24,97.9,0.0
ooa,0.1,25,97.9,0.0
ooa,0.1,26,97.9,0.0
ooa,0.1,27,97.9,0.0
ooa,0.1,28,97.9,0.0
ooa,0.1,29,97.9,0.0
ooa,0.1,30,97.9,0.0
ooa,0.1,31,97.9,0.0
ooa,0.1,32,97.9,0.0
ooa,0.1,33,97.9,0.0
ooa,0.1,34,97.9,0.0
ooa,0.1,35,97.9,0.0
ooa,0.1,36,97.9,0.0
ooa,0.1,37,97.9,0.0
ooa,0.1,38,97.9,0.0
ooa,0.1,39,97.9,0.0
ooa,0.1,40,97.9,0.0
ooa,0.1,41,97.9,0.0
ooa,0.1,42,97.9,0.0
ooa,0.1,43,97.9,0.0
ooa,0.1,44,97.9,0.0
ooa,0.1,45,97.9,0.0
ooa,0.1,46,97.9,0.0
ooa,0.1,47,97.9,0.0
ooa,0.1,48,97.9,0.0
ooa,0.1,49,97.9,0.0
ooa,0.2,0,36.55,5.65
ooa,0.2,1,52.5,6.86
ooa,0.2,2,72.6,9.57
ooa,0.2,3,87.5,15.54
ooa,0.2,4,96.65,32.32
ooa,0.2,5,98.15,27.45
ooa,0.2,6,98.1,17.39
ooa,0.2,7,97.95,4.65
ooa,0.2,8,97.9,0.0
ooa,0.2,9,97.9,0.0
ooa,0.2,10,97.9,0.0
ooa,0.2,11,97.9,0.0
ooa,0.2,12,97.9,0.0
ooa,0.2,13,97.9,0.0
ooa,0.2,14,97.9,0.0
ooa,0.2,15,97.9,0.0
ooa,0.2,16,97.9,0.0
ooa,0.2,17,97.9,0.0
ooa,0.2,18,97.9,0.0
ooa,0.2,19,97.9,0.0
ooa,0.2,20,97.9,0.0
ooa,0.2,21,97.9,0.0
ooa,0.2,22,97.9,0.0
ooa,0.2,23,97.9,0.0
ooa,0.2,24,97.9,0.0
ooa,0.2,25,97.9,0.0
ooa,0.2,26,97.9,0.0
ooa,0.2,27,97.9,0.0
ooa,0.2,28,97.9,0.0
ooa,0.2,29,97.9,0.0
ooa,0.2,30,97.9,0.0
ooa,0.2,31,97.9,0.0
ooa,0.2,32,97.9,0.0
ooa,0.2,33,97.9,0.0
ooa,0.2,34,97.9,0.0
ooa,0.2,35,97.9,0.0
ooa,0.2,36,97.9,0.0
ooa,0.2,37,97.9,0.0
ooa,0.2,38,97.9,0.0
ooa,0.2,39,97.9,0.0
ooa,0.2,40,97.9,0.0
ooa,0.2,41,97.9,0.0
ooa,0.2,42,97.9,0.0
ooa,0.2,43,97.9,0.0
ooa,0.2,44,97.9,0.0
ooa,0.2,45,97.9,0.0
ooa,0.2,46,97.9,0.0
ooa,0.2,47,97.9,0.0
ooa,0.2,48,97.9,0.0
ooa,0.2,49,97.9,0.0
ooa,0.5,0,44.3,6.07
ooa,0.5,1,66.5,8.22
ooa,0.5,2,82.55,12.97
ooa,0.5,3,95.15,30.22
ooa,0.5,4,98.6,53.33
ooa,0.5,5,98.3,32.0
ooa,0.5,6,98.0,9.09
ooa,0.5,7,98.0,9.09
ooa,0.5,8,97.9,0.0
ooa,0.5,9,97.9,0.0
ooa,0.5,10,97.9,0.0
ooa,0.5,11,97.9,0.0
ooa,0.5,12,97.9,0.0
ooa,0.5,13,97.9,0.0
ooa,0.5,14,97.9,0.0
ooa,0.5,15,97.9,0.0
ooa,0.5,16,97.9,0.0
ooa,0.5,17,97.9,0.0
ooa,0.5,18,97.9,0.0
ooa,0.5,19,97.9,0.0
ooa,0.5,20,97.9,0.0
ooa,0.5,21,97.9,0.0
ooa,0.5,22,97.9,0.0
ooa,0.5,23,97.9,0.0
ooa,0.5,24,97.9,0.0
ooa,0.5,25,97.9,0.0
ooa,0.5,26,97.9,0.0
ooa,0.5,27,97.9,0.0
ooa,0.5,28,97.9,0.0
ooa,0.5,29,97.9,0.0
ooa,0.5,30,97.9,0.0
ooa,0.5,31,97.9,0.0
ooa,0.5,32,98.0,9.09
ooa,0.5,33,98.0,9.09
ooa,0.5,34,98.05,13.33
ooa,0.5,35,98.05,13.33
ooa,0.5,36,98.1,17.39
ooa,0.5,37,98.1,17.39
ooa,0.5,38,98.1,17.39
ooa,0.5,39,98.1,17.39
ooa,0.5,40,98.1,17.39
ooa,0.5,41,98.1,17.39
ooa,0.5,42,98.15,21.28
ooa,0.5,43,98.15,21.28
ooa,0.5,44,98.15,21.28
ooa,0.5,45,98.2,25.0
ooa,0.5,46,98.2,25.0
ooa,0.5,47,98.25,28.57
ooa,0.5,48,98.3,32.0
ooa,0.5,49,98.35,35.29
ooa,1.0,0,42.75,5.92
ooa,1.0,1,68.6,8.72
ooa,1.0,2,86.9,16.03
ooa,1.0,3,97.85,45.57
ooa,1.0,4,98.6,53.33
ooa,1.0,5,98.4,38.46
ooa,1.0,6,98.25,28.57
ooa,1.0,7,98.05,13.33
ooa,1.0,8,98.05,13.33
ooa,1.0,9,98.05,13.33
ooa,1.0,10,98.05,13.33
ooa,1.0,11,98.0,9.09
ooa,1.0,12,98.0,9.09
ooa,1.0,13,98.05,13.33
ooa,1.0,14,98.15,21.28
ooa,1.0,15,98.15,21.28
ooa,1.0,16,98.15,21.28
ooa,1.0,17,98.15,21.28
ooa,1.0,18,98.2,25.0
ooa,1.0,19,98.2,25.0
ooa,1.0,20,98.25,28.57
ooa,1.0,21,98.3,32.0
ooa,1.0,22,98.35,35.29
ooa,1.0,23,98.5,44.44
ooa,1.0,24,98.5,44.44
ooa,1.0,25,98.55,47.27
ooa,1.0,26,98.55,49.12
ooa,1.0,27,98.55,49.12
ooa,1.0,28,98.65,54.24
ooa,1.0,29,98.65,54.24
ooa,1.0,30,98.65,54.24
ooa,1.0,31,98.7,56.67
ooa,1.0,32,98.7,56.67
ooa,1.0,33,98.7,56.67
ooa,1.0,34,98.7,56.67
ooa,1.0,35,98.7,58.06
ooa,1.0,36,98.6,57.58
ooa,1.0,37,98.65,59.7
ooa,1.0,38,98.65,59.7
ooa,1.0,39,98.65,59.7
ooa,1.0,40,98.65,59.7
ooa,1.0,41,98.7,61.76
ooa,1.0,42,98.7,61.76
ooa,1.0,43,98.7,61.76
ooa,1.0,44,98.75,63.77
ooa,1.0,45,98.65,61.97
ooa,1.0,46,98.65,61.97
ooa,1.0,47,98.65,61.97
ooa,1.0,48,98.65,61.97
ooa,1.0,49,98.65,61.97
