method,seed,round,acc,f1
RFVIR,42,23,96.45,0.0
RFVIR,42,24,96.45,0.0
RFVIR,42,25,96.45,0.0
RFVIR,42,26,96.45,0.0
RFVIR,42,27,96.45,0.0
RFVIR,42,28,96.45,0.0
RFVIR,42,29,96.45,0.0
RFVIR,42,30,96.45,0.0
RFVIR,42,31,96.45,0.0
RFVIR,42,32,96.45,0.0
RFVIR,42,33,96.45,0.0
RFVIR,42,34,96.45,0.0
RFVIR,42,35,96.45,0.0
RFVIR,42,36,96.45,0.0
RFVIR,42,37,96.45,0.0
RFVIR,42,38,96.45,0.0
RFVIR,42,39,96.45,0.0
RFVIR,42,40,96.45,0.0
RFVIR,42,41,96.45,0.0
RFVIR,42,42,96.45,0.0
RFVIR,42,43,96.45,0.0
RFVIR,42,44,96.45,0.0
RFVIR,42,45,96.45,0.0
RFVIR,42,46,96.45,0.0
RFVIR,42,47,96.45,0.0
RFVIR,42,48,96.45,0.0
RFVIR,42,49,96.45,0.0
RFVIR,43,0,94.65,0.0
RFVIR,43,1,96.35,0.0
RFVIR,43,2,96.4,0.0
RFVIR,43,3,96.45,0.0
RFVIR,43,4,96.45,0.0
RFVIR,43,5,96.45,0.0
RFVIR,43,6,96.45,0.0
RFVIR,43,7,96.45,0.0
RFVIR,43,8,96.45,0.0
RFVIR,43,9,96.45,0.0
RFVIR,43,10,96.45,0.0
RFVIR,43,11,96.45,0.0
RFVIR,43,12,96.45,0.0
RFVIR,43,13,96.45,0.0
RFVIR,43,14,96.45,0.0
RFVIR,43,15,96.45,0.0
RFVIR,43,16,96.45,0.0
RFVIR,43,17,96.45,0.0
RFVIR,43,18,96.45,0.0
RFVIR,43,19,96.45,0.0
RFVIR,43,20,96.45,0.0
RFVIR,43,21,96.45,0.0
RFVIR,43,22,96.45,0.0
RFVIR,43,23,96.45,0.0
RFVIR,43,24,96.45,0.0
RFVIR,43,25,96.45,0.0
RFVIR,43,26,96.45,0.0
RFVIR,43,27,96.45,0.0
RFVIR,43,28,96.45,0.0
RFVIR,43,29,96.45,0.0
RFVIR,43,30,96.45,0.0
RFVIR,43,31,96.45,0.0
RFVIR,43,32,96.45,0.0
RFVIR,43,33,96.45,0.0
RFVIR,43,34,96.45,0.0
RFVIR,43,35,96.45,0.0
RFVIR,43,36,96.45,0.0
RFVIR,43,37,96.45,0.0
RFVIR,43,38,96.45,0.0
RFVIR,43,39,96.45,0.0
RFVIR,43,40,96.45,0.0
RFVIR,43,41,96.45,0.0
RFVIR,43,42,96.45,0.0
RFVIR,43,43,96.45,0.0
RFVIR,43,44,96.45,0.0
RFVIR,43,45,96.45,0.0
RFVIR,43,46,96.45,0.0
RFVIR,43,47,96.45,0.0
RFVIR,43,48,96.45,0.0
RFVIR,43,49,96.45,0.0
RFVIR,44,0,16.3,3.9
RFVIR,44,1,31.15,3.5
RFVIR,44,2,51.8,2.23
RFVIR,44,3,61.8,2.55
RFVIR,44,4,75.9,2.03
RFVIR,44,5,88.75,4.26
RFVIR,44,6,94.2,6.45
RFVIR,44,7,95.0,3.85
RFVIR,44,8,95.4,2.13
RFVIR,44,9,95.75,0.0
RFVIR,44,10,95.95,0.0
RFVIR,44,11,96.3,0.0
RFVIR,44,12,96.45,0.0
RFVIR,44,13,96.45,0.0
RFVIR,44,14,96.45,0.0
RFVIR,44,15,96.45,0.0
RFVIR,44,16,96.45,0.0
RFVIR,44,17,96.45,0.0
RFVIR,44,18,96.45,0.0
RFVIR,44,19,96.45,0.0
RFVIR,44,20,96.45,0.0
RFVIR,44,21,96.45,0.0
RFVIR,44,22,96.45,0.0
RFVIR,44,23,96.45,0.0
RFVIR,44,24,96.45,0.0
RFVIR,44,25,96.45,0.0
RFVIR,44,26,96.45,0.0
RFVIR,44,27,96.45,0.0
RFVIR,44,28,96.45,0.0
RFVIR,44,29,96.45,0.0
RFVIR,44,30,96.45,0.0
RFVIR,44,31,96.45,0.0
RFVIR,44,32,96.45,0.0
RFVIR,44,33,96.45,0.0
RFVIR,44,34,96.45,0.0
RFVIR,44,35,96.45,0.0
RFVIR,44,36,96.45,0.0
RFVIR,44,37,96.45,0.0
RFVIR,44,38,96.45,0.0
RFVIR,44,39,96.45,0.0
